description,image,link,words,lemmatized_words,filtered_lemmatized_words,features,cluster
Govind Milk  Milk Products Skimmed Milk Powder 200 gm Buy 1 Get 1 Free,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71TdViKkTlS._AC_UL320_.jpg,https://www.amazon.in/Govind-Milk-Products-Skimmed-Powder/dp/B0989LDZZK/ref=sr_1_1358?qid=1679216357&s=grocery&sr=1-1358,"['Govind', 'Milk', 'Milk', 'Products', 'Skimmed', 'Milk', 'Powder', '200', 'gm', 'Buy', '1', 'Get', '1', 'Free']","['Govind', 'Milk', 'Milk', 'Products', 'Skimmed', 'Milk', 'Powder', '200', 'gm', 'Buy', '1', 'Get', '1', 'Free']","['Govind', 'Milk', 'Milk', 'Products', 'Skimmed', 'Milk', 'Powder', '200', 'gm', 'Buy', '1', 'Get', '1', 'Free']","[13, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 5, 0, 1, 0, 5, 0, 4, 3, 3, 1, 3, 0, 0, 3, 1, 2, 2, 1, 1, 0, 1, 0]",4
Tata Tea Agni  Strong Chai  Dust Tea  Black Tea  500g,https://m.media-amazon.com/images/I/61mGUIYcQiL._AC_UL320_.jpg,https://www.amazon.in/Tata-Tea-Agni-Pouch-500/dp/B0869WXHKN/ref=sr_1_9008?qid=1679216492&s=grocery&sr=1-9008,"['Tata', 'Tea', 'Agni', 'Strong', 'Chai', 'Dust', 'Tea', 'Black', 'Tea', '500g']","['Tata', 'Tea', 'Agni', 'Strong', 'Chai', 'Dust', 'Tea', 'Black', 'Tea', '500g']","['Tata', 'Tea', 'Agni', 'Strong', 'Chai', 'Dust', 'Tea', 'Black', 'Tea', '500g']","[9, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 7, 0, 1, 0, 3, 0, 3, 1, 2, 0, 1, 1, 0, 2, 1, 0, 0, 1, 1, 3, 1, 0, 0, 0, 0, 0]",0
Doyen Turkish Coffee  100g  Turkish Dark Roast of Finest Arabica Coffee Beans with Cardamom,https://m.media-amazon.com/images/I/51T+tpCYsHL._AC_UL320_.jpg,https://www.amazon.in/Doyen-Turkish-Coffee-arabica-cardamon/dp/B077ZTMRQ3/ref=sr_1_5978?qid=1679216439&s=grocery&sr=1-5978,"['Doyen', 'Turkish', 'Coffee', '100g', 'Turkish', 'Dark', 'Roast', 'of', 'Finest', 'Arabica', 'Coffee', 'Beans', 'with', 'Cardamom']","['Doyen', 'Turkish', 'Coffee', '100g', 'Turkish', 'Dark', 'Roast', 'of', 'Finest', 'Arabica', 'Coffee', 'Beans', 'with', 'Cardamom']","['Doyen', 'Turkish', 'Coffee', '100g', 'Turkish', 'Dark', 'Roast', 'Finest', 'Arabica', 'Coffee', 'Beans', 'Cardamom']","[11, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 7, 1, 1, 1, 7, 4, 1, 2, 4, 0, 3, 0, 2, 3, 5, 0, 0, 5, 5, 2, 2, 0, 0, 0, 1, 0]",6
TARU Tribal Roselle Flower Tea Liver Detox Gongura Natural Farming  Pack of 2  30g x2 ,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71llzTOhnIL._AC_UL320_.jpg,https://www.amazon.in/Tribal-Roselle-Gongura-Natural-Farming/dp/B08KZX7MGY/ref=sr_1_2198?qid=1679216372&s=grocery&sr=1-2198,"['TARU', 'Tribal', 'Roselle', 'Flower', 'Tea', 'Liver', 'Detox', 'Gongura', 'Natural', 'Farming', 'Pack', 'of', '2', '30g', 'x2']","['TARU', 'Tribal', 'Roselle', 'Flower', 'Tea', 'Liver', 'Detox', 'Gongura', 'Natural', 'Farming', 'Pack', 'of', '2', '30g', 'x2']","['TARU', 'Tribal', 'Roselle', 'Flower', 'Tea', 'Liver', 'Detox', 'Gongura', 'Natural', 'Farming', 'Pack', '2', '30g', 'x2']","[13, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 2, 0, 3, 1, 0, 0, 0, 0, 0, 7, 1, 1, 0, 6, 0, 3, 0, 3, 0, 1, 5, 1, 2, 4, 0, 0, 6, 1, 2, 2, 1, 1, 2, 0, 0]",7
Axiom Organic 100 Pure Louki Amla Juice 1000ml  Helpful in Sugar Problems  Immunity Booster  Helpful in Digestion   ,https://m.media-amazon.com/images/I/61asmWgRsVL._AC_UL320_.jpg,https://www.amazon.in/Axiom-Diabetes-Effective-Constipation-Certified/dp/B08H1ZZ5TW/ref=sr_1_1727?qid=1679216365&s=grocery&sr=1-1727,"['Axiom', 'Organic', '100', 'Pure', 'Louki', 'Amla', 'Juice', '1000ml', 'Helpful', 'in', 'Sugar', 'Problems', 'Immunity', 'Booster', 'Helpful', 'in', 'Digestion']","['Axiom', 'Organic', '100', 'Pure', 'Louki', 'Amla', 'Juice', '1000ml', 'Helpful', 'in', 'Sugar', 'Problems', 'Immunity', 'Booster', 'Helpful', 'in', 'Digestion']","['Axiom', 'Organic', '100', 'Pure', 'Louki', 'Amla', 'Juice', '1000ml', 'Helpful', 'Sugar', 'Problems', 'Immunity', 'Booster', 'Helpful', 'Digestion']","[14, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 2, 1, 1, 0, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 0, 7, 2, 3, 0, 7, 0, 1, 7, 6, 3, 6, 2, 0, 5, 3, 3, 7, 0, 0, 1, 1, 0]",8
Gulabs Mini Khus syrup for Sharbat mocktails cocktails Pack of 4 100 ml each,https://m.media-amazon.com/images/I/61GjnxyykFL._AC_UL320_.jpg,https://www.amazon.in/Gulabs-Mini-Khus-Sharbat-Pack/dp/B08VWML4L9/ref=sr_1_5610?qid=1679216431&s=grocery&sr=1-5610,"['Gulabs', 'Mini', 'Khus', 'syrup', 'for', 'Sharbat', 'mocktails', 'cocktails', 'Pack', 'of', '4', '100', 'ml', 'each']","['Gulabs', 'Mini', 'Khus', 'syrup', 'for', 'Sharbat', 'mocktails', 'cocktail', 'Pack', 'of', '4', '100', 'ml', 'each']","['Gulabs', 'Mini', 'Khus', 'syrup', 'Sharbat', 'mocktails', 'cocktail', 'Pack', '4', '100', 'ml']","[10, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 2, 4, 0, 0, 0, 0, 2, 4, 0, 3, 4, 2, 1, 2, 1, 0, 2, 4, 3, 3, 0, 0, 0, 1, 0]",4
Patanjali Giloy Juice 500ml,https://m.media-amazon.com/images/I/71ISoTac75L._AC_UL320_.jpg,https://www.amazon.in/Patanjali-Giloy-Juice-500ml/dp/B01C8QI762/ref=sr_1_1560?qid=1679216362&s=grocery&sr=1-1560,"['Patanjali', 'Giloy', 'Juice', '500ml']","['Patanjali', 'Giloy', 'Juice', '500ml']","['Patanjali', 'Giloy', 'Juice', '500ml']","[3, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 3, 1, 0, 3, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]",3
Blue Pea Flower Tea with Ginger Fennel Seven Spring  45 Cups  15 tea bags  Reduces Stress and Calms your Senses  Shank,https://m.media-amazon.com/images/I/61byJpNhcoL._AC_UL320_.jpg,https://www.amazon.in/Seven-Spring-Vibrant-Ginger-Fennel/dp/B09RB7XBY7/ref=sr_1_5177?qid=1679216423&s=grocery&sr=1-5177,"['Blue', 'Pea', 'Flower', 'Tea', 'with', 'Ginger', 'Fennel', 'Seven', 'Spring', '45', 'Cups', '15', 'tea', 'bags', 'Reduces', 'Stress', 'and', 'Calms', 'your', 'Senses', 'Shank']","['Blue', 'Pea', 'Flower', 'Tea', 'with', 'Ginger', 'Fennel', 'Seven', 'Spring', '45', 'Cups', '15', 'tea', 'bag', 'Reduces', 'Stress', 'and', 'Calms', 'your', 'Senses', 'Shank']","['Blue', 'Pea', 'Flower', 'Tea', 'Ginger', 'Fennel', 'Seven', 'Spring', '45', 'Cups', '15', 'tea', 'bag', 'Reduces', 'Stress', 'Calms', 'Senses', 'Shank']","[17, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 5, 1, 0, 0, 0, 0, 0, 0, 6, 1, 1, 1, 15, 0, 3, 1, 2, 0, 1, 4, 1, 7, 1, 2, 0, 4, 7, 2, 3, 1, 1, 0, 0, 0]",2
Amulya Dairy Whitener 200g Refill,https://m.media-amazon.com/images/I/51ZZ0A3464L._AC_UL320_.jpg,https://www.amazon.in/Amul-Amulya-Refill-200g-Scheme/dp/B078336L74/ref=sr_1_924?qid=1679216348&s=grocery&sr=1-924,"['Amulya', 'Dairy', 'Whitener', '200g', 'Refill']","['Amulya', 'Dairy', 'Whitener', '200g', 'Refill']","['Amulya', 'Dairy', 'Whitener', '200g', 'Refill']","[4, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 3, 1, 1, 1, 3, 0, 0, 3, 1, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 2, 0]",3
Nescaf 3 in 1 Rich Coffee  25 Sachets Bag 475 g,https://m.media-amazon.com/images/I/81RcXGsbsqL._AC_UL320_.jpg,https://www.amazon.in/Nescafe-Blend-Brew-Premix-Coffee/dp/B06XYLQFMC/ref=sr_1_1168_mod_primary_new?qid=1679216354&s=grocery&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1168,"['Nescaf', '3', 'in', '1', 'Rich', 'Coffee', '25', 'Sachets', 'Bag', '475', 'g']","['Nescaf', '3', 'in', '1', 'Rich', 'Coffee', '25', 'Sachets', 'Bag', '475', 'g']","['Nescaf', '3', '1', 'Rich', 'Coffee', '25', 'Sachets', 'Bag', '475', 'g']","[9, 0, 1, 1, 1, 1, 2, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 4, 3, 2, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0]",0
Tejdeep Cardamom Elaichi Flavour Instant Tea Premix 1kg x 2 Tea premix for vending machineReady to drink tea,https://m.media-amazon.com/images/I/81iTWMIuzuL._AC_UL320_.jpg,https://www.amazon.in/Tejdeep-Cardamom-Flavour-Instant-Premix/dp/B079416HQT/ref=sr_1_5598?qid=1679216431&s=grocery&sr=1-5598,"['Tejdeep', 'Cardamom', 'Elaichi', 'Flavour', 'Instant', 'Tea', 'Premix', '1kg', 'x', '2', 'Tea', 'premix', 'for', 'vending', 'machineReady', 'to', 'drink', 'tea']","['Tejdeep', 'Cardamom', 'Elaichi', 'Flavour', 'Instant', 'Tea', 'Premix', '1kg', 'x', '2', 'Tea', 'premix', 'for', 'vending', 'machineReady', 'to', 'drink', 'tea']","['Tejdeep', 'Cardamom', 'Elaichi', 'Flavour', 'Instant', 'Tea', 'Premix', '1kg', 'x', '2', 'Tea', 'premix', 'vending', 'machineReady', 'drink', 'tea']","[15, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 10, 0, 2, 5, 11, 0, 2, 2, 7, 1, 2, 2, 5, 6, 2, 2, 0, 5, 1, 3, 1, 2, 0, 3, 1, 0]",5
Mogu Mogu Lychee and Strawberry Juice 25 with NATA De Coco  Energy Booster Drink  Full of Fruit Fibres  No Added Prese,https://m.media-amazon.com/images/I/61m-xMFEiqL._AC_UL320_.jpg,https://www.amazon.in/Mogu-Strawberry-Lychee-Juice-NATA/dp/B085LKVG8N/ref=sr_1_4769?qid=1679216416&s=grocery&sr=1-4769,"['Mogu', 'Mogu', 'Lychee', 'and', 'Strawberry', 'Juice', '25', 'with', 'NATA', 'De', 'Coco', 'Energy', 'Booster', 'Drink', 'Full', 'of', 'Fruit', 'Fibres', 'No', 'Added', 'Prese']","['Mogu', 'Mogu', 'Lychee', 'and', 'Strawberry', 'Juice', '25', 'with', 'NATA', 'De', 'Coco', 'Energy', 'Booster', 'Drink', 'Full', 'of', 'Fruit', 'Fibres', 'No', 'Added', 'Prese']","['Mogu', 'Mogu', 'Lychee', 'Strawberry', 'Juice', '25', 'NATA', 'De', 'Coco', 'Energy', 'Booster', 'Drink', 'Full', 'Fruit', 'Fibres', 'Added', 'Prese']","[16, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 1, 2, 1, 3, 0, 0, 0, 1, 0, 1, 2, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 3, 3, 11, 0, 3, 1, 4, 0, 1, 2, 0, 2, 6, 0, 0, 9, 3, 3, 5, 0, 1, 0, 3, 0]",1
WILLIAMS WINE Passion Fruit Drink Golden Passion 750 ml,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71eEsjqtl-L._AC_UL320_.jpg,https://www.amazon.in/WILLIAMS-WINE-Passion-Fruit-Golden/dp/B0BPGQTPWT/ref=sr_1_5503?qid=1679216429&s=grocery&sr=1-5503,"['WILLIAMS', 'WINE', 'Passion', 'Fruit', 'Drink', 'Golden', 'Passion', '750', 'ml']","['WILLIAMS', 'WINE', 'Passion', 'Fruit', 'Drink', 'Golden', 'Passion', '750', 'ml']","['WILLIAMS', 'WINE', 'Passion', 'Fruit', 'Drink', 'Golden', 'Passion', '750', 'ml']","[8, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 3, 0, 0, 2, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 4, 0, 1, 2, 1, 4, 3, 0, 0, 2, 4, 1, 1, 0, 0, 0, 0, 0]",4
Habit Red Cherries Syrup,https://m.media-amazon.com/images/I/71ZfF1vl+1L._AC_UL320_.jpg,https://www.amazon.in/Habit-Red-Cherries-Syrup/dp/B07SG5MNWX/ref=sr_1_7201_mod_primary_new?qid=1679216464&s=grocery&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-7201,"['Habit', 'Red', 'Cherries', 'Syrup']","['Habit', 'Red', 'Cherries', 'Syrup']","['Habit', 'Red', 'Cherries', 'Syrup']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 3, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 1, 0, 0, 0, 1, 0]",3
Mapro Lounge Mosambi Sweet Lime Fruit Sharbat 1 Ltr,https://m.media-amazon.com/images/I/51DpRg1bxmL._AC_UL320_.jpg,https://www.amazon.in/Mapro-Lounge-Mosambi-Sweet-Sharbat/dp/B0BJPR1WTY/ref=sr_1_2699?qid=1679216381&s=grocery&sr=1-2699,"['Mapro', 'Lounge', 'Mosambi', 'Sweet', 'Lime', 'Fruit', 'Sharbat', '1', 'Ltr']","['Mapro', 'Lounge', 'Mosambi', 'Sweet', 'Lime', 'Fruit', 'Sharbat', '1', 'Ltr']","['Mapro', 'Lounge', 'Mosambi', 'Sweet', 'Lime', 'Fruit', 'Sharbat', '1', 'Ltr']","[8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 4, 0, 1, 1, 3, 0, 0, 0, 2, 1, 3, 1, 0, 4, 1, 4, 2, 0, 1, 0, 0, 0]",4
Womens Horlicks Plus Caramel Jar 400 g,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51rTTp8PhfL._AC_UL320_.jpg,https://www.amazon.in/Horlicks-Womens-Health-Nutrition-drink/dp/B00CZ4SL2I/ref=sr_1_234?qid=1679216338&s=grocery&sr=1-234,"['Womens', 'Horlicks', 'Plus', 'Caramel', 'Jar', '400', 'g']","['Womens', 'Horlicks', 'Plus', 'Caramel', 'Jar', '400', 'g']","['Womens', 'Horlicks', 'Plus', 'Caramel', 'Jar', '400', 'g']","[6, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 2, 0, 1, 0, 1, 0, 1, 3, 2, 1, 2, 0, 0, 3, 3, 0, 1, 0, 0, 0, 0, 0]",3
Nestle Nescafe Gold Blend 50G,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31KrzSlanJL._AC_UL320_.jpg,https://www.amazon.in/Nestle-Nescafe-Gold-Blend-50G/dp/B0796V33NN/ref=sr_1_8943?qid=1679216489&s=grocery&sr=1-8943,"['Nestle', 'Nescafe', 'Gold', 'Blend', '50G']","['Nestle', 'Nescafe', 'Gold', 'Blend', '50G']","['Nestle', 'Nescafe', 'Gold', 'Blend', '50G']","[4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 5, 1, 0, 0, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0]",3
Beanly Pour Over Coffee Classic Brew Bags Pack of 10 Easy Brew Coffee Arabica Coffee Drip Coffee Bold and Strong Med,https://m.media-amazon.com/images/I/71HgCRufAhL._AC_UL320_.jpg,https://www.amazon.in/Beanly-Coffee-Classic-Arabica-Strong/dp/B0BQ3LJQZH/ref=sr_1_7216?qid=1679216464&s=grocery&sr=1-7216,"['Beanly', 'Pour', 'Over', 'Coffee', 'Classic', 'Brew', 'Bags', 'Pack', 'of', '10', 'Easy', 'Brew', 'Coffee', 'Arabica', 'Coffee', 'Drip', 'Coffee', 'Bold', 'and', 'Strong', 'Med']","['Beanly', 'Pour', 'Over', 'Coffee', 'Classic', 'Brew', 'Bags', 'Pack', 'of', '10', 'Easy', 'Brew', 'Coffee', 'Arabica', 'Coffee', 'Drip', 'Coffee', 'Bold', 'and', 'Strong', 'Med']","['Beanly', 'Pour', 'Coffee', 'Classic', 'Brew', 'Bags', 'Pack', '10', 'Easy', 'Brew', 'Coffee', 'Arabica', 'Coffee', 'Drip', 'Coffee', 'Bold', 'Strong', 'Med']","[17, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 1, 3, 2, 12, 8, 2, 0, 3, 0, 1, 3, 0, 2, 7, 1, 0, 6, 4, 1, 1, 0, 2, 0, 2, 0]",6
Bournvita Health Drink 750 gm refill pack,https://m.media-amazon.com/images/I/719u29N6MrL._AC_UL320_.jpg,https://www.amazon.in/Bournvita-Pro-Health-Chocolate-Drink-Pouch/dp/B01NCV30G7/ref=sr_1_1552?qid=1679216362&s=grocery&sr=1-1552,"['Bournvita', 'Health', 'Drink', '750', 'gm', 'refill', 'pack']","['Bournvita', 'Health', 'Drink', '750', 'gm', 'refill', 'pack']","['Bournvita', 'Health', 'Drink', '750', 'gm', 'refill', 'pack']","[6, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 2, 1, 1, 1, 3, 0, 2, 3, 1, 2, 1, 1, 0, 3, 0, 2, 1, 1, 0, 0, 0, 0]",3
Koinonia KCROASTERS Colombia Coffee Beans 120gm Roasted Not Ground Whole Beans Packed in Biodegradable Bags,https://m.media-amazon.com/images/I/41xruua7EBS._AC_UL320_.jpg,https://www.amazon.in/Koinonia-KCROASTERS-Colombia-Arabica-Biodegradable/dp/B095LXM1LD/ref=sr_1_8315?qid=1679216478&s=grocery&sr=1-8315,"['Koinonia', 'KCROASTERS', 'Colombia', 'Coffee', 'Beans', '120gm', 'Roasted', 'Not', 'Ground', 'Whole', 'Beans', 'Packed', 'in', 'Biodegradable', 'Bags']","['Koinonia', 'KCROASTERS', 'Colombia', 'Coffee', 'Beans', '120gm', 'Roasted', 'Not', 'Ground', 'Whole', 'Beans', 'Packed', 'in', 'Biodegradable', 'Bags']","['Koinonia', 'KCROASTERS', 'Colombia', 'Coffee', 'Beans', '120gm', 'Roasted', 'Ground', 'Whole', 'Beans', 'Packed', 'Biodegradable', 'Bags']","[12, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 4, 3, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 0, 0, 0, 9, 2, 1, 5, 9, 2, 3, 1, 4, 0, 1, 3, 2, 5, 9, 0, 0, 2, 4, 1, 1, 0, 0, 0, 0, 0]",6
Octavius Gold Instant Coffee Powder  500gms,https://m.media-amazon.com/images/I/61IVLie7n9S._AC_UL320_.jpg,https://www.amazon.in/Octavius-Gold-Instant-Coffee-Powder/dp/B099JZM2H4/ref=sr_1_7210?qid=1679216464&s=grocery&sr=1-7210,"['Octavius', 'Gold', 'Instant', 'Coffee', 'Powder', '500gms']","['Octavius', 'Gold', 'Instant', 'Coffee', 'Powder', '500gms']","['Octavius', 'Gold', 'Instant', 'Coffee', 'Powder', '500gms']","[5, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 3, 2, 1, 0, 1, 0, 0, 1, 1, 2, 3, 0, 0, 1, 3, 3, 1, 1, 1, 0, 0, 0]",3
Chaayos Turmeric Cardamom Green Tea  Turmeric Cardamom Tea  Whole Leaf Loose Tea  Immunity Boosting  100g 50 Cups  ,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71u84yDRSGL._AC_UL320_.jpg,https://www.amazon.in/Chaayos-Turmeric-Cardamom-Immunity-Boosting/dp/B08BTNCSL4/ref=sr_1_1733?qid=1679216366&s=grocery&sr=1-1733,"['Chaayos', 'Turmeric', 'Cardamom', 'Green', 'Tea', 'Turmeric', 'Cardamom', 'Tea', 'Whole', 'Leaf', 'Loose', 'Tea', 'Immunity', 'Boosting', '100g', '50', 'Cups']","['Chaayos', 'Turmeric', 'Cardamom', 'Green', 'Tea', 'Turmeric', 'Cardamom', 'Tea', 'Whole', 'Leaf', 'Loose', 'Tea', 'Immunity', 'Boosting', '100g', '50', 'Cups']","['Chaayos', 'Turmeric', 'Cardamom', 'Green', 'Tea', 'Turmeric', 'Cardamom', 'Tea', 'Whole', 'Leaf', 'Loose', 'Tea', 'Immunity', 'Boosting', '100g', '50', 'Cups']","[16, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 0, 10, 0, 2, 2, 10, 1, 2, 2, 4, 0, 0, 1, 8, 3, 8, 1, 0, 7, 4, 2, 4, 0, 0, 0, 2, 0]",5
Herbal Trends FRUTVERA Pomegranate with Aloevera Juice Delicious Health Drink Ready to Serve 1 Litre Pack of 4,https://m.media-amazon.com/images/I/61YVIE8IToL._AC_UL320_.jpg,https://www.amazon.in/Herbal-Trends-FRUTVERA-Pomegranate-Delicious/dp/B09XKF7Z8H/ref=sr_1_5174?qid=1679216423&s=grocery&sr=1-5174,"['Herbal', 'Trends', 'FRUTVERA', 'Pomegranate', 'with', 'Aloevera', 'Juice', 'Delicious', 'Health', 'Drink', 'Ready', 'to', 'Serve', '1', 'Litre', 'Pack', 'of', '4']","['Herbal', 'Trends', 'FRUTVERA', 'Pomegranate', 'with', 'Aloevera', 'Juice', 'Delicious', 'Health', 'Drink', 'Ready', 'to', 'Serve', '1', 'Litre', 'Pack', 'of', '4']","['Herbal', 'Trends', 'FRUTVERA', 'Pomegranate', 'Aloevera', 'Juice', 'Delicious', 'Health', 'Drink', 'Ready', 'Serve', '1', 'Litre', 'Pack', '4']","[14, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 2, 0, 3, 1, 2, 1, 1, 0, 0, 0, 0, 7, 1, 3, 2, 13, 0, 1, 1, 5, 0, 2, 4, 1, 3, 3, 0, 0, 7, 2, 3, 2, 2, 0, 0, 1, 0]",1
Sancha Tea Boutique Masala Chai Tea Bags 25 Pyramid Tea Bags Real GingerCinnamonCardamom Chai Patti Chai Masala Sp,https://m.media-amazon.com/images/I/81VEcAJSEQL._AC_UL320_.jpg,https://www.amazon.in/Boutique-Biodegradable-Pyramid-Cinnamon-Cardamom/dp/B087CPRVQ1/ref=sr_1_3084?qid=1679216388&s=grocery&sr=1-3084,"['Sancha', 'Tea', 'Boutique', 'Masala', 'Chai', 'Tea', 'Bags', '25', 'Pyramid', 'Tea', 'Bags', 'Real', 'GingerCinnamonCardamom', 'Chai', 'Patti', 'Chai', 'Masala', 'Sp']","['Sancha', 'Tea', 'Boutique', 'Masala', 'Chai', 'Tea', 'Bags', '25', 'Pyramid', 'Tea', 'Bags', 'Real', 'GingerCinnamonCardamom', 'Chai', 'Patti', 'Chai', 'Masala', 'Sp']","['Sancha', 'Tea', 'Boutique', 'Masala', 'Chai', 'Tea', 'Bags', '25', 'Pyramid', 'Tea', 'Bags', 'Real', 'GingerCinnamonCardamom', 'Chai', 'Patti', 'Chai', 'Masala', 'Sp']","[17, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 22, 0, 1, 2, 6, 0, 3, 4, 8, 0, 0, 3, 4, 5, 3, 1, 1, 3, 4, 3, 2, 0, 0, 0, 1, 0]",5
